inst#,solver,actualclass,predictedclass,, error, probability distribution
11430,45850727,bad,bad,0.037 *0.963,,
11431,14953989,bad,bad,0.005 *0.995,,
11432,12926476,bad,bad,0.005 *0.995,,
11433,54685154,bad,bad,0.031 *0.969,,
11434,39942441,bad,bad,0     *1    ,,
11435,90783920,bad,bad,0     *1    ,,
11436,87217530,bad,bad,0.031 *0.969,,
11437,33173731,bad,bad,0.006 *0.994,,
11438,32110532,bad,bad,0.006 *0.994,,
11439,11256942,bad,bad,0.005 *0.995,,
11440,11256943,bad,bad,0.005 *0.995,,
11441,7668974,bad,bad,0.012 *0.988,,
11442,59171420,bad,bad,0.031 *0.969,,
11443,75259914,bad,bad,0.031 *0.969,,
11444,12271644,bad,bad,0.005 *0.995,,
11445,86142505,bad,bad,0.031 *0.969,,
11446,30523625,bad,bad,0     *1    ,,
11447,52421327,bad,bad,0.031 *0.969,,
11448,21591613,bad,good,*1      0    ,,
11449,21591614,bad,good,*1      0    ,,
11450,52198657,bad,bad,0.031 *0.969,,
11451,30870722,bad,bad,0.006 *0.994,,
11452,53621904,bad,bad,0.031 *0.969,,
11453,58743455,bad,bad,0.031 *0.969,,
11454,96590063,bad,bad,0.08  *0.92 ,,
11455,96689089,good,bad,0.08  *0.92 ,,
11456,60392862,bad,bad,0.031 *0.969,,
11457,45850725,bad,bad,0.017 *0.983,,
11458,7481378,bad,bad,0.03  *0.97 ,,
11459,14953989,bad,bad,0     *1    ,,
11460,87479579,bad,bad,0.02  *0.98 ,,
11461,28257538,good,bad,0.037 *0.963,,
11462,52068148,bad,bad,0.037 *0.963,,
11463,45869639,bad,bad,0.037 *0.963,,
11464,53302993,bad,bad,0.037 *0.963,,
11465,32197588,good,bad,0.037 *0.963,,
11466,24483136,bad,bad,0.037 *0.963,,
11467,11256942,bad,bad,0     *1    ,,
11468,33998453,bad,bad,0.037 *0.963,,
11469,12321508,bad,bad,0     *1    ,,
11470,59171420,bad,bad,0.037 *0.963,,
11471,69323954,bad,bad,0.037 *0.963,,
11472,95279263,bad,bad,0.059 *0.941,,
11473,47355262,bad,bad,0.037 *0.963,,
11474,88304927,bad,bad,0     *1    ,,
11475,52421327,bad,bad,0.037 *0.963,,
11476,21591612,good,bad,0.047 *0.953,,
11477,71929702,good,good,*0.875  0.125,,
11478,30870722,bad,bad,0.037 *0.963,,
11479,30870721,bad,bad,0.037 *0.963,,
11480,68908713,good,bad,0.037 *0.963,,
11481,94599140,bad,bad,0.059 *0.941,,
11482,60392863,bad,bad,0.037 *0.963,,
11483,45850728,bad,bad,0.037 *0.963,,
11484,66604316,bad,bad,0.081 *0.919,,
11485,87479577,bad,good,*0.768  0.232,,
11486,12926479,bad,bad,0     *1    ,,
11487,52068146,bad,bad,0.081 *0.919,,
11488,50249253,bad,bad,0.081 *0.919,,
11489,54685154,bad,bad,0.081 *0.919,,
11490,89269802,bad,bad,0.004 *0.996,,
11491,89269803,bad,bad,0.004 *0.996,,
11492,89269804,bad,bad,0.004 *0.996,,
11493,99720138,good,good,*0.765  0.235,,
11494,39942441,bad,bad,0.081 *0.919,,
11495,39942443,bad,bad,0.081 *0.919,,
11496,64278029,bad,bad,0.081 *0.919,,
11497,44526267,bad,bad,0.081 *0.919,,
11498,32197588,good,bad,0.081 *0.919,,
11499,33173731,bad,bad,0.081 *0.919,,
11500,16465898,good,bad,0     *1    ,,
11501,7668975,bad,bad,0.03  *0.97 ,,
11502,33998453,bad,bad,0.081 *0.919,,
11503,86142506,bad,bad,0.112 *0.888,,
11504,19552034,bad,bad,0     *1    ,,
11505,19552032,bad,bad,0     *1    ,,
11506,86142507,bad,bad,0.112 *0.888,,
11507,22938023,bad,bad,0.081 *0.919,,
11508,88987917,bad,bad,0.004 *0.996,,
11509,52421325,bad,bad,0.081 *0.919,,
11510,21591612,good,bad,0.081 *0.919,,
11511,94599138,bad,bad,0     *1    ,,
11512,58743454,bad,bad,0.081 *0.919,,
11513,96590063,bad,bad,0.08  *0.92 ,,
11514,89269801,bad,bad,0.004 *0.996,,
11515,91845162,bad,bad,0.004 *0.996,,
11516,45850725,bad,bad,0.081 *0.919,,
11517,66604316,bad,bad,0.081 *0.919,,
11518,87479578,bad,bad,0.279 *0.721,,
11519,73388125,bad,bad,0.081 *0.919,,
11520,87479579,bad,bad,0.241 *0.759,,
11521,28257538,good,bad,0.081 *0.919,,
11522,28257539,bad,bad,0.081 *0.919,,
11523,52068147,bad,bad,0.081 *0.919,,
11524,28187355,bad,bad,0.081 *0.919,,
11525,64278029,bad,bad,0.081 *0.919,,
11526,44526267,bad,bad,0.081 *0.919,,
11527,24483136,bad,bad,0.081 *0.919,,
11528,32110530,bad,bad,0.081 *0.919,,
11529,32110532,bad,bad,0.081 *0.919,,
11530,93485612,good,bad,0.302 *0.698,,
11531,42851841,bad,bad,0.081 *0.919,,
11532,7668974,bad,bad,0.03  *0.97 ,,
11533,19552035,bad,bad,0     *1    ,,
11534,12271644,bad,bad,0     *1    ,,
11535,22938024,bad,bad,0.081 *0.919,,
11536,95279263,bad,bad,0.2   *0.8  ,,
11537,47355262,bad,bad,0.081 *0.919,,
11538,47942864,bad,bad,0.081 *0.919,,
11539,30523627,bad,bad,0.081 *0.919,,
11540,52421328,bad,bad,0.081 *0.919,,
11541,88304927,bad,bad,0     *1    ,,
11542,21591613,bad,bad,0.081 *0.919,,
11543,8788782,bad,bad,0.03  *0.97 ,,
11544,28257540,bad,bad,0.081 *0.919,,
11545,94599139,bad,bad,0.2   *0.8  ,,
11546,20321735,bad,bad,0     *1    ,,
11547,58743452,good,bad,0.081 *0.919,,
11548,58743454,bad,bad,0.081 *0.919,,
11549,60392860,bad,bad,0.081 *0.919,,
11550,87479577,good,good,*0.768  0.232,,
11551,52068147,bad,bad,0.333 *0.667,,
11552,52068145,good,good,*0.771  0.229,,
11553,12926476,bad,bad,0.027 *0.973,,
11554,39942441,bad,bad,0.12  *0.88 ,,
11555,39942443,good,good,*0.763  0.237,,
11556,90783920,bad,bad,0.004 *0.996,,
11557,44526267,bad,bad,0.011 *0.989,,
11558,93485612,bad,bad,0     *1    ,,
11559,18707297,bad,bad,0.027 *0.973,,
11560,33998453,bad,bad,0.032 *0.968,,
11561,16306266,bad,bad,0.027 *0.973,,
11562,12271644,bad,bad,0.027 *0.973,,
11563,47355262,bad,bad,0.011 *0.989,,
11564,30523626,bad,bad,0.156 *0.844,,
11565,71929702,bad,bad,0.362 *0.638,,
11566,94599138,good,bad,0.169 *0.831,,
11567,94599140,bad,bad,0.169 *0.831,,
11568,87479579,good,good,*0.958  0.042,,
11569,52068146,good,good,*0.962  0.038,,
11570,12926476,bad,bad,0.033 *0.967,,
11571,28187355,bad,bad,0.06  *0.94 ,,
11572,90783920,bad,bad,0     *1    ,,
11573,7668974,bad,bad,0.051 *0.949,,
11574,33998453,bad,bad,0.01  *0.99 ,,
11575,69323954,bad,bad,0.028 *0.972,,
11576,30523627,good,good,*1      0    ,,
11577,1788899,bad,bad,0.015 *0.985,,
11578,88304927,bad,bad,0     *1    ,,
11579,52421325,bad,bad,0.001 *0.999,,
11580,52421326,bad,bad,0.001 *0.999,,
11581,11728976,bad,bad,0.033 *0.967,,
11582,94599138,good,good,*1      0    ,,
11583,68908713,bad,bad,0.028 *0.972,,
11584,94599140,good,good,*1      0    ,,
11585,45850728,bad,bad,0     *1    ,,
11586,66604316,bad,bad,0.031 *0.969,,
11587,87479577,bad,bad,0.283 *0.717,,
11588,87479579,bad,bad,0     *1    ,,
11589,52068145,bad,good,*0.8    0.2  ,,
11590,12926477,bad,bad,0.17  *0.83 ,,
11591,45869637,bad,bad,0     *1    ,,
11592,39942443,bad,bad,0     *1    ,,
11593,90783920,bad,bad,0     *1    ,,
11594,9786219,bad,bad,0.17  *0.83 ,,
11595,32197588,bad,bad,0.013 *0.987,,
11596,95762352,bad,good,*0.667  0.333,,
11597,42851841,bad,bad,0     *1    ,,
11598,24748479,bad,bad,0.053 *0.947,,
11599,28257537,bad,bad,0.053 *0.947,,
11600,86142505,bad,bad,0.031 *0.969,,
11601,47942866,bad,bad,0     *1    ,,
11602,30523626,bad,bad,0.222 *0.778,,
11603,44791169,bad,bad,0     *1    ,,
11604,52421326,bad,bad,0.031 *0.969,,
11605,11728976,bad,bad,0.17  *0.83 ,,
11606,21591615,bad,bad,0.053 *0.947,,
11607,8788782,bad,bad,0.17  *0.83 ,,
11608,71929702,good,bad,0.031 *0.969,,
11609,45869640,bad,bad,0     *1    ,,
11610,20321735,bad,bad,0.053 *0.947,,
11611,58743452,bad,bad,0.031 *0.969,,
11612,96590063,bad,bad,0     *1    ,,
11613,89269801,bad,bad,0     *1    ,,
11614,45850727,bad,bad,0     *1    ,,
11615,45850728,bad,bad,0     *1    ,,
11616,72490863,good,bad,0.031 *0.969,,
11617,7481378,bad,bad,0.016 *0.984,,
11618,12926478,bad,bad,0.016 *0.984,,
11619,45869639,bad,bad,0.016 *0.984,,
11620,54685154,bad,bad,0.016 *0.984,,
11621,95762355,bad,bad,0.059 *0.941,,
11622,32110531,bad,bad,0.016 *0.984,,
11623,32110530,bad,bad,0.016 *0.984,,
11624,11256941,bad,bad,0.016 *0.984,,
11625,59171420,bad,bad,0.016 *0.984,,
11626,19552034,bad,bad,0.016 *0.984,,
11627,86142507,bad,bad,0.016 *0.984,,
11628,12271644,bad,bad,0.016 *0.984,,
11629,22938022,bad,bad,0.016 *0.984,,
11630,95279263,bad,bad,0.072 *0.928,,
11631,47355262,bad,bad,0.016 *0.984,,
11632,88987917,bad,bad,0.004 *0.996,,
11633,30523628,bad,bad,0.016 *0.984,,
11634,47942866,bad,bad,0.016 *0.984,,
11635,30523626,bad,bad,0.016 *0.984,,
11636,17734818,bad,bad,0.016 *0.984,,
11637,62245245,bad,bad,0.016 *0.984,,
11638,52421328,bad,bad,0.016 *0.984,,
11639,52421326,bad,bad,0.016 *0.984,,
11640,11728976,bad,bad,0.016 *0.984,,
11641,30870721,bad,bad,0.016 *0.984,,
11642,45869640,bad,bad,0.016 *0.984,,
11643,94599138,bad,bad,0.072 *0.928,,
11644,58743452,bad,bad,0.016 *0.984,,
11645,45850725,bad,bad,0.016 *0.984,,
11646,73388125,bad,bad,0     *1    ,,
11647,52068148,good,good,*0.958  0.042,,
11648,52068146,bad,bad,0.019 *0.981,,
11649,52198660,bad,bad,0     *1    ,,
11650,39942440,bad,bad,0.04  *0.96 ,,
11651,7668973,bad,bad,0.003 *0.997,,
11652,7668975,bad,bad,0.003 *0.997,,
11653,30523625,bad,bad,0.074 *0.926,,
11654,1788899,bad,bad,0.003 *0.997,,
11655,82456576,bad,bad,0     *1    ,,
11656,52421328,bad,bad,0     *1    ,,
11657,52421327,bad,bad,0     *1    ,,
11658,52421326,bad,bad,0     *1    ,,
11659,21591613,bad,bad,0     *1    ,,
11660,8788782,bad,bad,0.003 *0.997,,
11661,52198658,bad,bad,0     *1    ,,
11662,52198659,bad,bad,0     *1    ,,
11663,87479580,good,good,*1      0    ,,
11664,49513306,bad,bad,0.003 *0.997,,
11665,87479578,bad,good,*0.947  0.053,,
11666,39942441,bad,good,*1      0    ,,
11667,39942440,bad,good,*1      0    ,,
11668,39942443,bad,good,*1      0    ,,
11669,93485612,bad,bad,0     *1    ,,
11670,88436999,bad,bad,0     *1    ,,
11671,22938023,bad,bad,0     *1    ,,
11672,22938024,bad,bad,0     *1    ,,
11673,30523628,bad,good,*0.985  0.015,,
11674,30523625,bad,good,*0.985  0.015,,
11675,52421325,bad,bad,0     *1    ,,
11676,11728976,bad,bad,0     *1    ,,
11677,8788782,bad,bad,0     *1    ,,
11678,52198658,bad,bad,0     *1    ,,
11679,81986705,bad,bad,0     *1    ,,
11680,94599140,bad,good,*0.984  0.016,,
11681,87479577,good,good,*0.93   0.07 ,,
11682,87479579,good,good,*0.93   0.07 ,,
11683,52068148,good,good,*0.934  0.066,,
11684,52068147,good,good,*0.934  0.066,,
11685,12926477,bad,bad,0.003 *0.997,,
11686,52198660,bad,bad,0     *1    ,,
11687,39942441,good,good,*0.926  0.074,,
11688,39942443,good,good,*0.926  0.074,,
11689,44673503,bad,bad,0.003 *0.997,,
11690,7668972,bad,bad,0.003 *0.997,,
11691,75259914,bad,bad,0     *1    ,,
11692,22938023,bad,bad,0     *1    ,,
11693,22938024,bad,bad,0     *1    ,,
11694,69323954,bad,bad,0     *1    ,,
11695,94479547,bad,bad,0.008 *0.992,,
11696,11728976,bad,bad,0.003 *0.997,,
11697,21591615,bad,bad,0     *1    ,,
11698,21591614,bad,bad,0     *1    ,,
11699,52198659,bad,bad,0     *1    ,,
11700,87479580,good,good,*0.93   0.07 ,,
11701,94599140,good,good,*0.928  0.072,,
11702,7481378,bad,bad,0.012 *0.988,,
11703,50249253,bad,bad,0.017 *0.983,,
11704,99720138,bad,good,*0.765  0.235,,
11705,39942443,good,good,*0.967  0.033,,
11706,39942442,bad,good,*0.967  0.033,,
11707,9786219,bad,good,*0.875  0.125,,
11708,44526267,bad,bad,0.017 *0.983,,
11709,7668973,bad,bad,0.012 *0.988,,
11710,12321508,bad,bad,0.005 *0.995,,
11711,19552034,bad,bad,0.009 *0.991,,
11712,95279263,bad,bad,0.037 *0.963,,
11713,30523628,good,bad,0.25  *0.75 ,,
11714,47942867,bad,bad,0.017 *0.983,,
11715,30523625,bad,good,*1      0    ,,
11716,82456576,bad,bad,0.031 *0.969,,
11717,52421325,bad,bad,0.031 *0.969,,
11718,44791169,bad,bad,0.017 *0.983,,
11719,52421327,bad,bad,0.031 *0.969,,
11720,21591612,bad,bad,0.013 *0.987,,
11721,21591614,bad,bad,0.013 *0.987,,
11722,94599138,good,bad,0.024 *0.976,,
11723,58743452,bad,bad,0.031 *0.969,,
11724,81986705,bad,bad,0.031 *0.969,,
11725,91845162,bad,bad,0     *1    ,,
11726,87479578,bad,bad,0     *1    ,,
11727,14953989,bad,bad,0.033 *0.967,,
11728,73388125,bad,bad,0.039 *0.961,,
11729,87479579,bad,bad,0     *1    ,,
11730,28257538,bad,bad,0.06  *0.94 ,,
11731,39942441,bad,bad,0     *1    ,,
11732,64278029,bad,bad,0.036 *0.964,,
11733,32197588,bad,good,*1      0    ,,
11734,7668973,bad,bad,0.015 *0.985,,
11735,7668975,bad,bad,0.051 *0.949,,
11736,86142508,bad,bad,0.012 *0.988,,
11737,75259914,good,bad,0.039 *0.961,,
11738,86142505,bad,bad,0.012 *0.988,,
11739,22938021,good,bad,0.015 *0.985,,
11740,88987917,bad,bad,0     *1    ,,
11741,30523626,bad,bad,0     *1    ,,
11742,52421326,bad,bad,0.001 *0.999,,
11743,21591612,bad,good,*1      0    ,,
11744,96590062,bad,bad,0.048 *0.952,,
11745,52198659,bad,bad,0.001 *0.999,,
11746,28257540,bad,bad,0.06  *0.94 ,,
11747,94599138,bad,bad,0     *1    ,,
11748,58743452,bad,good,*1      0    ,,
11749,81986705,good,bad,0.1   *0.9  ,,
11750,58743453,bad,bad,0.102 *0.898,,
11751,96590061,bad,bad,0.048 *0.952,,
11752,91845162,bad,bad,0     *1    ,,
11753,60392863,bad,bad,0.036 *0.964,,
11754,87479577,bad,good,*0.93   0.07 ,,
11755,56513173,bad,good,*0.769  0.231,,
11756,16465898,good,bad,0.003 *0.997,,
11757,11256942,good,bad,0.003 *0.997,,
11758,42851841,bad,bad,0.003 *0.997,,
11759,33998453,good,good,*0.6    0.4  ,,
11760,86142508,good,good,*1      0    ,,
11761,19552034,bad,bad,0.163 *0.837,,
11762,19552032,good,bad,0.163 *0.837,,
11763,12271644,good,bad,0.003 *0.997,,
11764,22938022,good,good,*0.909  0.091,,
11765,47942866,bad,bad,0.003 *0.997,,
11766,44791169,bad,bad,0.003 *0.997,,
11767,21591613,good,good,*1      0    ,,
11768,21591612,good,good,*1      0    ,,
11769,52198659,good,good,*0.769  0.231,,
11770,94599138,good,good,*0.928  0.072,,
11771,58743454,good,good,*0.769  0.231,,
11772,58743453,good,good,*0.769  0.231,,
11773,91845162,bad,good,*0.75   0.25 ,,
11774,60392862,good,bad,0.167 *0.833,,
11775,66604316,good,good,*0.897  0.103,,
11776,14953989,good,good,*0.914  0.086,,
11777,52068148,bad,bad,0.25  *0.75 ,,
11778,52068146,bad,bad,0.25  *0.75 ,,
11779,52068145,bad,bad,0.25  *0.75 ,,
11780,99720138,good,good,*0.897  0.103,,
11781,52198660,good,bad,0.25  *0.75 ,,
11782,24483136,good,good,*0.914  0.086,,
11783,95762352,good,good,*0.897  0.103,,
11784,93485612,good,good,*0.897  0.103,,
11785,11256941,good,good,*0.914  0.086,,
11786,7668973,good,good,*0.914  0.086,,
11787,24748479,bad,good,*0.914  0.086,,
11788,33998453,good,good,*0.914  0.086,,
11789,12321508,good,good,*0.914  0.086,,
11790,47355262,good,bad,0.25  *0.75 ,,
11791,1788899,bad,good,*0.914  0.086,,
11792,62245245,good,good,*0.897  0.103,,
11793,52421326,good,good,*0.897  0.103,,
11794,30870722,good,good,*0.914  0.086,,
11795,58743455,good,good,*0.897  0.103,,
11796,58743453,good,good,*0.897  0.103,,
11797,87479580,good,good,*0.897  0.103,,
11798,96590060,good,good,*0.897  0.103,,
11799,45850725,good,good,*0.914  0.086,,
11800,12926478,bad,bad,0.003 *0.997,,
11801,52068147,bad,bad,0.019 *0.981,,
11802,52198660,bad,bad,0     *1    ,,
11803,39942440,bad,bad,0.04  *0.96 ,,
11804,39942443,bad,bad,0     *1    ,,
11805,28187355,bad,bad,0     *1    ,,
11806,90783920,bad,bad,0     *1    ,,
11807,87217530,bad,bad,0     *1    ,,
11808,7668972,bad,bad,0.003 *0.997,,
11809,24748479,bad,bad,0     *1    ,,
11810,75259914,bad,bad,0     *1    ,,
11811,69323954,bad,bad,0     *1    ,,
11812,30523627,good,good,*0.92   0.08 ,,
11813,30523626,good,good,*0.92   0.08 ,,
11814,52421325,bad,bad,0     *1    ,,
11815,21591612,bad,bad,0     *1    ,,
11816,68908713,bad,bad,0     *1    ,,
11817,96929765,bad,bad,0     *1    ,,
11818,87479580,good,good,*1      0    ,,
11819,45850725,bad,bad,0.003 *0.997,,
11820,14953989,bad,bad,0.003 *0.997,,
11821,12926477,bad,bad,0.003 *0.997,,
11822,50249253,bad,bad,0.003 *0.997,,
11823,39942441,good,good,*0.926  0.074,,
11824,28187355,bad,bad,0     *1    ,,
11825,90783920,bad,bad,0.004 *0.996,,
11826,32197588,bad,bad,0     *1    ,,
11827,24483136,bad,bad,0     *1    ,,
11828,93485612,bad,bad,0.008 *0.992,,
11829,18707297,bad,bad,0.003 *0.997,,
11830,7668974,bad,bad,0.003 *0.997,,
11831,12271644,bad,bad,0.003 *0.997,,
11832,22938023,bad,bad,0     *1    ,,
11833,30523628,good,good,*0.931  0.069,,
11834,94479547,bad,bad,0.008 *0.992,,
11835,82456576,bad,bad,0     *1    ,,
11836,52421328,bad,bad,0     *1    ,,
11837,21591613,bad,bad,0     *1    ,,
11838,53621904,bad,bad,0     *1    ,,
11839,94599137,good,good,*0.928  0.072,,
11840,92331214,bad,bad,0.004 *0.996,,
11841,81986705,bad,bad,0     *1    ,,
11842,45850728,bad,bad,0.003 *0.997,,
11843,87479578,bad,bad,0.039 *0.961,,
11844,7481378,bad,bad,0.003 *0.997,,
11845,12926478,bad,bad,0.003 *0.997,,
11846,52068145,good,good,*0.841  0.159,,
11847,12926477,bad,bad,0.003 *0.997,,
11848,39942443,bad,bad,0     *1    ,,
11849,39942442,good,good,*0.926  0.074,,
11850,28187355,bad,bad,0     *1    ,,
11851,32197588,bad,bad,0     *1    ,,
11852,16465898,bad,bad,0.003 *0.997,,
11853,7668975,bad,bad,0.003 *0.997,,
11854,75259914,bad,bad,0     *1    ,,
11855,12271644,bad,bad,0.003 *0.997,,
11856,22938022,bad,bad,0     *1    ,,
11857,88987917,bad,bad,0     *1    ,,
11858,30523625,bad,bad,0.074 *0.926,,
11859,30523627,good,good,*0.92   0.08 ,,
11860,82456576,bad,bad,0     *1    ,,
11861,21591613,bad,bad,0     *1    ,,
11862,52198657,bad,bad,0     *1    ,,
11863,87479580,good,good,*1      0    ,,
11864,96689089,bad,bad,0.073 *0.927,,
11865,45850726,bad,bad,0.003 *0.997,,
11866,45850728,bad,bad,0.003 *0.997,,
11867,72490863,bad,bad,0     *1    ,,
11868,12926478,bad,bad,0.003 *0.997,,
11869,52068145,good,good,*0.934  0.066,,
11870,12926477,bad,bad,0.003 *0.997,,
11871,24748479,bad,bad,0     *1    ,,
11872,59171420,bad,bad,0     *1    ,,
11873,22938022,bad,bad,0     *1    ,,
11874,69323954,bad,bad,0     *1    ,,
11875,52421325,bad,bad,0     *1    ,,
11876,21591613,bad,bad,0     *1    ,,
11877,94599138,good,good,*0.928  0.072,,
11878,45850726,bad,bad,0.003 *0.997,,
11879,43707384,bad,bad,0.003 *0.997,,
11880,12926478,bad,bad,0.003 *0.997,,
11881,39942440,bad,bad,0.04  *0.96 ,,
11882,44673503,bad,bad,0.003 *0.997,,
11883,90783920,bad,bad,0     *1    ,,
11884,24748479,bad,bad,0     *1    ,,
11885,22938024,bad,bad,0     *1    ,,
11886,82456576,bad,bad,0     *1    ,,
11887,88304927,bad,bad,0     *1    ,,
11888,94599138,bad,bad,0.016 *0.984,,
11889,94599139,bad,bad,0.016 *0.984,,
11890,81986705,bad,bad,0     *1    ,,
11891,87479580,good,good,*1      0    ,,
11892,94599140,good,good,*0.947  0.053,,
11893,36171345,bad,bad,0     *1    ,,
11894,45850726,bad,bad,0.003 *0.997,,
11895,7481378,bad,bad,0.003 *0.997,,
11896,52068148,good,good,*0.934  0.066,,
11897,52198660,bad,bad,0     *1    ,,
11898,39942443,good,good,*0.926  0.074,,
11899,28187355,bad,bad,0     *1    ,,
11900,32197588,bad,bad,0     *1    ,,
11901,33173731,bad,bad,0     *1    ,,
11902,24748479,bad,bad,0     *1    ,,
11903,41159761,bad,bad,0.003 *0.997,,
11904,75259914,bad,bad,0     *1    ,,
11905,12271644,bad,bad,0.003 *0.997,,
11906,30523625,good,good,*0.931  0.069,,
11907,30523627,good,good,*0.931  0.069,,
11908,21591613,bad,bad,0     *1    ,,
11909,94599138,good,good,*0.928  0.072,,
11910,94599139,good,good,*0.928  0.072,,
11911,68908713,bad,bad,0     *1    ,,
11912,72490863,bad,bad,0     *1    ,,
11913,87479578,good,good,*0.93   0.07 ,,
11914,52068148,good,good,*0.934  0.066,,
11915,50249253,bad,bad,0.003 *0.997,,
11916,39942443,good,good,*0.926  0.074,,
11917,90783920,bad,bad,0     *1    ,,
11918,64278029,bad,bad,0     *1    ,,
11919,93485612,bad,bad,0.008 *0.992,,
11920,7668974,bad,bad,0.003 *0.997,,
11921,24748479,bad,bad,0     *1    ,,
11922,16306266,bad,bad,0.003 *0.997,,
11923,75259914,bad,bad,0     *1    ,,
11924,88987917,bad,bad,0     *1    ,,
11925,52421328,bad,bad,0     *1    ,,
11926,21591613,bad,bad,0     *1    ,,
11927,52198658,bad,bad,0     *1    ,,
11928,52198659,bad,bad,0     *1    ,,
11929,87479580,good,good,*0.93   0.07 ,,
11930,96689089,bad,bad,0.08  *0.92 ,,
11931,14953989,bad,bad,0.003 *0.997,,
11932,12926477,bad,bad,0.003 *0.997,,
11933,50249253,bad,bad,0.003 *0.997,,
11934,39942441,good,good,*0.926  0.074,,
11935,39942440,good,good,*0.926  0.074,,
11936,39942443,good,good,*0.926  0.074,,
11937,44526267,bad,bad,0.003 *0.997,,
11938,32197588,bad,bad,0     *1    ,,
11939,93485612,bad,bad,0.008 *0.992,,
11940,18707297,bad,bad,0.003 *0.997,,
11941,16306266,bad,bad,0.003 *0.997,,
11942,30523625,good,good,*0.931  0.069,,
11943,30523626,good,good,*0.931  0.069,,
11944,1788899,bad,bad,0.003 *0.997,,
11945,21591613,bad,bad,0     *1    ,,
11946,21591612,bad,bad,0     *1    ,,
11947,11728976,bad,bad,0.003 *0.997,,
11948,21591615,bad,bad,0     *1    ,,
11949,53621904,bad,bad,0     *1    ,,
11950,94599138,good,good,*0.928  0.072,,
11951,45850725,bad,bad,0.003 *0.997,,
11952,52068146,bad,bad,0     *1    ,,
11953,50249253,bad,bad,0.024 *0.976,,
11954,45869638,bad,bad,0.024 *0.976,,
11955,44673503,bad,bad,0.024 *0.976,,
11956,90783920,bad,bad,0     *1    ,,
11957,87217530,bad,bad,0.012 *0.988,,
11958,95762353,bad,bad,0     *1    ,,
11959,11256943,bad,bad,0.033 *0.967,,
11960,7668972,bad,bad,0.015 *0.985,,
11961,24748479,bad,bad,0.06  *0.94 ,,
11962,28257537,bad,bad,0.06  *0.94 ,,
11963,19552032,bad,bad,0     *1    ,,
11964,22938024,bad,bad,0.01  *0.99 ,,
11965,88987917,bad,bad,0     *1    ,,
11966,30523627,good,good,*1      0    ,,
11967,88304927,bad,bad,0     *1    ,,
11968,52421327,bad,bad,0.001 *0.999,,
11969,21591613,bad,bad,0.01  *0.99 ,,
11970,96590062,bad,bad,0.08  *0.92 ,,
11971,30870720,bad,bad,0.01  *0.99 ,,
11972,58743455,bad,bad,0.028 *0.972,,
11973,94599140,bad,bad,0.273 *0.727,,
